날짜,시간,경기,게임센터,하이라이트,TV,라디오,구장,비고
,17:00,LG4vs5SSG,리뷰,하이라이트,SPO-T,,문학,-
,,,,,KN-T,,,
,17:00,KIA4vs8삼성,리뷰,하이라이트,SS-T,,대구,-
05.25(일),14:00,NC3vs5두산,리뷰,하이라이트,KN-T,,잠실,-
,14:00,LG9vs3SSG,리뷰,하이라이트,SPO-T,,문학,-
,14:00,KIA2vs3삼성,리뷰,하이라이트,SS-T,,대구,-
,14:00,KT2vs0키움,리뷰,하이라이트,SPO-2T,,고척,-
,,,,,MS-T,,,
,14:00,롯데7vs8한화,리뷰,하이라이트,M-T,,대전,-
05.27(화),18:30,한화1vs2LG,리뷰,하이라이트,MS-T,,잠실,-
,18:30,NC1vs1SSG,리뷰,하이라이트,KN-T,,문학,-
,18:30,롯데3vs7삼성,리뷰,하이라이트,SPO-T,,대구,-
,18:30,두산1vs2KT,리뷰,하이라이트,SPO-2T,,수원,-
,18:30,키움5vs7KIA,리뷰,하이라이트,SS-T,,광주,-
05.28(수),18:30,한화6vs5LG,리뷰,하이라이트,MS-T,,잠실,-
,18:30,NC5vs13SSG,리뷰,하이라이트,KN-T,,문학,-
,18:30,롯데vs삼성,,,SPO-T,,대구,우천취소
,18:30,두산12vs3KT,리뷰,하이라이트,SPO-2T,,수원,-
,18:30,키움7vs13KIA,리뷰,하이라이트,SS-T,,광주,-
05.29(목),18:30,한화1vs3LG,리뷰,하이라이트,MS-T,,잠실,-
,18:30,NC5vs6SSG,리뷰,하이라이트,KN-T,,문학,-
,18:30,롯데3vs9삼성,리뷰,하이라이트,SPO-T,,대구,-
,18:30,두산2vs12KT,리뷰,하이라이트,SPO-2T,,수원,-
,18:30,키움3vs3KIA,리뷰,하이라이트,SS-T,,광주,-
05.30(금),18:30,삼성4vs3LG,리뷰,하이라이트,SPO-T,,잠실,-
,18:30,SSG5vs6롯데,리뷰,하이라이트,MS-T,,사직,-
,18:30,한화7vs1NC,리뷰,하이라이트,KN-T,,창원,-
,18:30,KIA1vs3KT,리뷰,하이라이트,SPO-2T,,수원,-
,18:30,두산9vs4키움,리뷰,하이라이트,SS-T,,고척,-
05.31(토),14:00,한화9vs6NC,리뷰,하이라이트,K-2T,,창원,-
,14:00,KIA1vs5KT,리뷰,하이라이트,S-T,,수원,-
,17:00,삼성4vs2LG,리뷰,하이라이트,SPO-2T,,잠실,-
,,,,,SPO-T,,,
,17:00,SSG4vs1롯데,리뷰,하이라이트,KN-T,,사직,-
,17:00,두산0vs1키움,리뷰,하이라이트,MS-T,,고척,-
,,,,,SS-T,,,
날짜,시간,경기,게임센터,하이라이트,TV,라디오,구장,비고
06.01(일),14:00,두산0vs1키움,리뷰,하이라이트,S-T,,고척,-
,17:00,삼성6vs4LG,리뷰,하이라이트,SPO-T,,잠실,-
,17:00,SSG4vs3롯데,리뷰,하이라이트,MS-T,,사직,-
,,,,,SS-T,,,
,17:00,한화5vs16NC,리뷰,하이라이트,KN-T,,창원,-
,17:00,KIA5vs3KT,리뷰,하이라이트,SPO-2T,,수원,-
06.03(화),14:00,LG15vs0NC,리뷰,하이라이트,SPO-T,,창원,-
,14:00,KT1vs10한화,리뷰,하이라이트,SS-T,,대전,-
,17:00,KIA11vs3두산,리뷰,하이라이트,KN-T,,잠실,-
,17:00,삼성4vs6SSG,리뷰,하이라이트,SPO-2T,,문학,-
,17:00,키움0vs8롯데,리뷰,하이라이트,MS-T,,사직,-
06.04(수),18:30,KIA8vs3두산,리뷰,하이라이트,KN-T,,잠실,-
,18:30,삼성1vs4SSG,리뷰,하이라이트,SPO-2T,,문학,-
,18:30,키움9vs6롯데,리뷰,하이라이트,MS-T,,사직,-
,18:30,LG5vs6NC,리뷰,하이라이트,SPO-T,,창원,-
,18:30,KT3vs4한화,리뷰,하이라이트,SS-T,,대전,-
06.05(목),18:30,KIA1vs2두산,리뷰,하이라이트,KN-T,,잠실,-
,18:30,삼성3vs1SSG,리뷰,하이라이트,SPO-2T,,문학,-
,18:30,키움10vs5롯데,리뷰,하이라이트,MS-T,,사직,-
,18:30,LG3vs1NC,리뷰,하이라이트,SPO-T,,창원,-
,18:30,KT7vs0한화,리뷰,하이라이트,SS-T,,대전,-
06.06(금),17:00,롯데2vs5두산,리뷰,하이라이트,MS-T,,잠실,-
,17:00,NC3vs7삼성,리뷰,하이라이트,SS-T,,대구,-
,17:00,SSG3vs10KT,리뷰,하이라이트,SPO-2T,,수원,-
,,,,,SPO-T,,,
,17:00,한화2vs3KIA,리뷰,하이라이트,K-2T,,광주,-
,17:00,LG1vs2키움,리뷰,하이라이트,KN-T,,고척,-
06.07(토),17:00,롯데9vs4두산,리뷰,하이라이트,SS-T,,잠실,-
,17:00,NC11vs7삼성,리뷰,하이라이트,KN-T,,대구,-
,17:00,SSG2vs3KT,리뷰,하이라이트,SPO-T,,수원,-
,17:00,한화3vs2KIA,리뷰,하이라이트,MS-T,,광주,-
,17:00,LG1vs4키움,리뷰,하이라이트,SPO-2T,,고척,-
06.08(일),14:00,LG7vs2키움,리뷰,하이라이트,M-T,,고척,-
,17:00,롯데4vs2두산,리뷰,하이라이트,SS-T,,잠실,-
,17:00,NC0vs1삼성,리뷰,하이라이트,KN-T,,대구,-
